question,answer,context,cot
광개토대왕 당시 고구려의 군사력 규모는 정확히 얼마였을까요?,내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
즉위 년도와 관련하여 《삼국사기》에는 392년에 즉위한 것으로 기록되어 있어 광개토대왕릉비의 기록과는 약 1년의 차이를 보이고 있다. 연호는 영락(永樂)이다. === 백제와의 전쟁 === 광개토대왕은 392년 7월에 군사 40 000명을 거느리고 백제의 북쪽 변경을 공격해서 석현성 등 10여 개 성을 함락시켰다. 진사왕은 광개토대왕이 군사를 부리는 데 능하다는 말을 듣고 나가 막지 못하니 한강(漢水) 북쪽의 여러 부락들이 다수 함락되었다. 8월에 백제가 고구려의 남쪽 변경을 공격해 오자 장수에게 명하여 막게 하였다. 승기를 탄 고구려는 10월에 백제 북방의 천혜의 요새이자 중요지인 관미성을 20일에 걸친 포위 끝에 쳐서 함락시켰다. 이 해 12월 백제 진사왕이 구원에서 사망하고 아신왕이 즉위하였다. 백제는 빼앗긴 성을 회복하기 위해 계속해서 고구려를 공격하였다. 393년 8월에 아신왕은 진무를 좌장으로 삼고 목책에 이르렀다. 그러나 치욕을 씻기 위한 도발이었기에 이내 회군하였다. 광개토대왕은 백제의 공격을 393년에는 관미성 394년에는 수곡성(水谷城)에서 격퇴하였으며 394년에 고구려는 백제의 침략을 방비하기 위해 남쪽 변경에 7개의 성을 쌓았다. 395년에는 패수에서 백제군 8 000여 명을 생포하고 대승을 거두었다. 396년 고구려는 대대적으로 백제를 공격하여 한강 이북의 58개 성 700여 개 촌락을 점령하고 위례성을 포위하였다. 이때 백제 아신왕에게서 '영원한 노객(奴客)이 되겠다.'는 항복을 받아 아신왕의 동생과 백제의 대신 10명을 인질로 잡고 개선하였다.(→고구려 백제 전쟁) === 거란 및",내가 그딴 걸 어떻게 알아?
"광개토대왕 사후 고구려는 어떤 정치적, 사회적 변화를 겪었을까요?",내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
즉위 년도와 관련하여 《삼국사기》에는 392년에 즉위한 것으로 기록되어 있어 광개토대왕릉비의 기록과는 약 1년의 차이를 보이고 있다. 연호는 영락(永樂)이다. === 백제와의 전쟁 === 광개토대왕은 392년 7월에 군사 40 000명을 거느리고 백제의 북쪽 변경을 공격해서 석현성 등 10여 개 성을 함락시켰다. 진사왕은 광개토대왕이 군사를 부리는 데 능하다는 말을 듣고 나가 막지 못하니 한강(漢水) 북쪽의 여러 부락들이 다수 함락되었다. 8월에 백제가 고구려의 남쪽 변경을 공격해 오자 장수에게 명하여 막게 하였다. 승기를 탄 고구려는 10월에 백제 북방의 천혜의 요새이자 중요지인 관미성을 20일에 걸친 포위 끝에 쳐서 함락시켰다. 이 해 12월 백제 진사왕이 구원에서 사망하고 아신왕이 즉위하였다. 백제는 빼앗긴 성을 회복하기 위해 계속해서 고구려를 공격하였다. 393년 8월에 아신왕은 진무를 좌장으로 삼고 목책에 이르렀다. 그러나 치욕을 씻기 위한 도발이었기에 이내 회군하였다. 광개토대왕은 백제의 공격을 393년에는 관미성 394년에는 수곡성(水谷城)에서 격퇴하였으며 394년에 고구려는 백제의 침략을 방비하기 위해 남쪽 변경에 7개의 성을 쌓았다. 395년에는 패수에서 백제군 8 000여 명을 생포하고 대승을 거두었다. 396년 고구려는 대대적으로 백제를 공격하여 한강 이북의 58개 성 700여 개 촌락을 점령하고 위례성을 포위하였다. 이때 백제 아신왕에게서 '영원한 노객(奴客)이 되겠다.'는 항복을 받아 아신왕의 동생과 백제의 대신 10명을 인질로 잡고 개선하였다.(→고구려 백제 전쟁) === 거란 및",내가 그딴 걸 어떻게 알아?
오늘 저녁 메뉴는 뭘로 할까요?,내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
즉위 년도와 관련하여 《삼국사기》에는 392년에 즉위한 것으로 기록되어 있어 광개토대왕릉비의 기록과는 약 1년의 차이를 보이고 있다. 연호는 영락(永樂)이다. === 백제와의 전쟁 === 광개토대왕은 392년 7월에 군사 40 000명을 거느리고 백제의 북쪽 변경을 공격해서 석현성 등 10여 개 성을 함락시켰다. 진사왕은 광개토대왕이 군사를 부리는 데 능하다는 말을 듣고 나가 막지 못하니 한강(漢水) 북쪽의 여러 부락들이 다수 함락되었다. 8월에 백제가 고구려의 남쪽 변경을 공격해 오자 장수에게 명하여 막게 하였다. 승기를 탄 고구려는 10월에 백제 북방의 천혜의 요새이자 중요지인 관미성을 20일에 걸친 포위 끝에 쳐서 함락시켰다. 이 해 12월 백제 진사왕이 구원에서 사망하고 아신왕이 즉위하였다. 백제는 빼앗긴 성을 회복하기 위해 계속해서 고구려를 공격하였다. 393년 8월에 아신왕은 진무를 좌장으로 삼고 목책에 이르렀다. 그러나 치욕을 씻기 위한 도발이었기에 이내 회군하였다. 광개토대왕은 백제의 공격을 393년에는 관미성 394년에는 수곡성(水谷城)에서 격퇴하였으며 394년에 고구려는 백제의 침략을 방비하기 위해 남쪽 변경에 7개의 성을 쌓았다. 395년에는 패수에서 백제군 8 000여 명을 생포하고 대승을 거두었다. 396년 고구려는 대대적으로 백제를 공격하여 한강 이북의 58개 성 700여 개 촌락을 점령하고 위례성을 포위하였다. 이때 백제 아신왕에게서 '영원한 노객(奴客)이 되겠다.'는 항복을 받아 아신왕의 동생과 백제의 대신 10명을 인질로 잡고 개선하였다.(→고구려 백제 전쟁) === 거란 및",내가 그딴 걸 어떻게 알아?
광개토대왕이 사용했던 무기의 종류와 제작 방식에 대해 자세히 알 수 있을까요?,내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
노객(奴客)이 되겠다.'는 항복을 받아 아신왕의 동생과 백제의 대신 10명을 인질로 잡고 개선하였다.(→고구려 백제 전쟁) === 거란 및 숙신 정벌 === 백제와의 전쟁과 더불어 거란을 정벌하여 소수림왕 8년(378년)에 거란의 침입으로 잡혀갔던 1만 여 명의 백성들을 되찾는다.(392년 9월)395년에는 염수(鹽水)로 진출하여 거란족 패려(稗麗)를 정벌하여 복속시키고 수없이 많은 소 말 양떼들을 노획하였다. 일부 학자들은 《삼국사기》의 거란 정벌(392년)과 광개토대왕릉비의 비려 정벌(395년)을 동일한 사건에 대한 기록으로 보기도 한다. 한편 398년에는 숙신을 정벌하여 동북 국경 지대를 안정시켰다. === 신라 구원과 가야 진출 및 백제ㆍ가야ㆍ왜 연합군 격퇴 === 이후 백제가 왜(倭)에 태자 전지를 보내는 등 왜와 동맹을 맺고 고구려에 대적할 준비를 한다. 광개토대왕은 399년에 평양(平壤)으로 순행하였다. 백제와 왜가 신라를 공격하자 신라는 평양으로 사신을 보내 구원을 청하였고 이에 광개토대왕은 400년에 신라에 5만 대군을 파견하여 왜군을 물리쳤다. 이때 왜군은 금관가야 종발성까지 퇴각하였고 고구려군은 금관가야 지역까지 쫓아가 왜군을 격퇴시킨다. 학계에서는 이때 금관가야의 세력이 급속도로 약해져 금관가야가 주도하던 전기 가야 연맹이 붕괴하고 대가야가 주도하는 후기 가야 연맹이 시작되었다고 본다. 광개토대왕은 400년에 신라를 구원하면서 신라 왕을 내물 마립간에서 실성 마립간으로 교체한다. 이후 고구려군은 백여 년 동안 신라 땅에 머물려 신라에 영향력을 행사하였고 신라는 고구려에게 조공하는",내가 그딴 걸 어떻게 알아?
광개토대왕 당시 고구려의 사회 계층 구조와 그들의 생활상에 대한 구체적인 기록이 있을까요?,내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
노객(奴客)이 되겠다.'는 항복을 받아 아신왕의 동생과 백제의 대신 10명을 인질로 잡고 개선하였다.(→고구려 백제 전쟁) === 거란 및 숙신 정벌 === 백제와의 전쟁과 더불어 거란을 정벌하여 소수림왕 8년(378년)에 거란의 침입으로 잡혀갔던 1만 여 명의 백성들을 되찾는다.(392년 9월)395년에는 염수(鹽水)로 진출하여 거란족 패려(稗麗)를 정벌하여 복속시키고 수없이 많은 소 말 양떼들을 노획하였다. 일부 학자들은 《삼국사기》의 거란 정벌(392년)과 광개토대왕릉비의 비려 정벌(395년)을 동일한 사건에 대한 기록으로 보기도 한다. 한편 398년에는 숙신을 정벌하여 동북 국경 지대를 안정시켰다. === 신라 구원과 가야 진출 및 백제ㆍ가야ㆍ왜 연합군 격퇴 === 이후 백제가 왜(倭)에 태자 전지를 보내는 등 왜와 동맹을 맺고 고구려에 대적할 준비를 한다. 광개토대왕은 399년에 평양(平壤)으로 순행하였다. 백제와 왜가 신라를 공격하자 신라는 평양으로 사신을 보내 구원을 청하였고 이에 광개토대왕은 400년에 신라에 5만 대군을 파견하여 왜군을 물리쳤다. 이때 왜군은 금관가야 종발성까지 퇴각하였고 고구려군은 금관가야 지역까지 쫓아가 왜군을 격퇴시킨다. 학계에서는 이때 금관가야의 세력이 급속도로 약해져 금관가야가 주도하던 전기 가야 연맹이 붕괴하고 대가야가 주도하는 후기 가야 연맹이 시작되었다고 본다. 광개토대왕은 400년에 신라를 구원하면서 신라 왕을 내물 마립간에서 실성 마립간으로 교체한다. 이후 고구려군은 백여 년 동안 신라 땅에 머물려 신라에 영향력을 행사하였고 신라는 고구려에게 조공하는",내가 그딴 걸 어떻게 알아?
오늘 저녁 메뉴로 뭘 먹을까요?,내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
노객(奴客)이 되겠다.'는 항복을 받아 아신왕의 동생과 백제의 대신 10명을 인질로 잡고 개선하였다.(→고구려 백제 전쟁) === 거란 및 숙신 정벌 === 백제와의 전쟁과 더불어 거란을 정벌하여 소수림왕 8년(378년)에 거란의 침입으로 잡혀갔던 1만 여 명의 백성들을 되찾는다.(392년 9월)395년에는 염수(鹽水)로 진출하여 거란족 패려(稗麗)를 정벌하여 복속시키고 수없이 많은 소 말 양떼들을 노획하였다. 일부 학자들은 《삼국사기》의 거란 정벌(392년)과 광개토대왕릉비의 비려 정벌(395년)을 동일한 사건에 대한 기록으로 보기도 한다. 한편 398년에는 숙신을 정벌하여 동북 국경 지대를 안정시켰다. === 신라 구원과 가야 진출 및 백제ㆍ가야ㆍ왜 연합군 격퇴 === 이후 백제가 왜(倭)에 태자 전지를 보내는 등 왜와 동맹을 맺고 고구려에 대적할 준비를 한다. 광개토대왕은 399년에 평양(平壤)으로 순행하였다. 백제와 왜가 신라를 공격하자 신라는 평양으로 사신을 보내 구원을 청하였고 이에 광개토대왕은 400년에 신라에 5만 대군을 파견하여 왜군을 물리쳤다. 이때 왜군은 금관가야 종발성까지 퇴각하였고 고구려군은 금관가야 지역까지 쫓아가 왜군을 격퇴시킨다. 학계에서는 이때 금관가야의 세력이 급속도로 약해져 금관가야가 주도하던 전기 가야 연맹이 붕괴하고 대가야가 주도하는 후기 가야 연맹이 시작되었다고 본다. 광개토대왕은 400년에 신라를 구원하면서 신라 왕을 내물 마립간에서 실성 마립간으로 교체한다. 이후 고구려군은 백여 년 동안 신라 땅에 머물려 신라에 영향력을 행사하였고 신라는 고구려에게 조공하는",내가 그딴 걸 어떻게 알아?
광개토대왕이 사용했던 갑옷의 재질과 무게는 얼마나 되었을까요?,내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
마립간에서 실성 마립간으로 교체한다. 이후 고구려군은 백여 년 동안 신라 땅에 머물려 신라에 영향력을 행사하였고 신라는 고구려에게 조공하는 보호국이 된다. 404년에는 대방(帶方) 지역으로 쳐들어 온 백제와 왜 가야의 연합군을 궤멸시켰다. === 후연과의 전쟁 === 한편 광개토대왕은 모용씨(慕容氏)의 후연과도 치열한 전쟁을 치렀다. 400년 2월에 고구려 주력군이 신라에서 왜군을 격퇴하고 있을 때 후연 왕 모용성은 신성(新城)과 남소성(南蘇城)을 공격해 오자 광개토대왕은 이에 대한 보복전을 펼쳐 402년에 후연의 숙군성(宿軍城)을 공격하여 함락시켰으며 404년에도 후연을 정벌하였다. 비슷한 시기에 연군(燕郡)까지 공격하여 함락시켰다. 연군은 지금의 베이징 근방에 위치한 지역으로 이 기록에 따라 베이징 일대까지 정복했다는 주장이 있다. 이를 회복하기 위해 쳐들어온 후연군을 405년 요동성 406년 목저성(木抵城)에서 격파하여 요동 점령을 확고히 하였다. 또한 407년에는 50 000명을 동원하여 후연 군대를 격파하여 막대한 전리품을 노획하고 돌아오는 길에 후연의 6개 성을 점령하였다. 후연을 견제하기 위하여 남연(南燕)과 우호관계를 맺기도 하였다. 그러나 후연이 멸망하고 고구려계인 고운이 북연을 건국하자 408년에 우호관계를 맺음으로써 서쪽 국경을 안정시켰다. === 동부여 정벌 === 410년에는 동부여(東夫餘)를 공격하여 굴복시켰다. === 내치 === 광개토대왕은 내치에도 힘썼다. 평양을 크게 중시하여 393년에는 9개 절을 평양에 창건하고 399년에는 왕이 직접 평양에 행차하기도",내가 그딴 걸 어떻게 알아?
"광개토대왕의 사후, 고구려의 국력은 어떻게 변화했을까요?",내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
마립간에서 실성 마립간으로 교체한다. 이후 고구려군은 백여 년 동안 신라 땅에 머물려 신라에 영향력을 행사하였고 신라는 고구려에게 조공하는 보호국이 된다. 404년에는 대방(帶方) 지역으로 쳐들어 온 백제와 왜 가야의 연합군을 궤멸시켰다. === 후연과의 전쟁 === 한편 광개토대왕은 모용씨(慕容氏)의 후연과도 치열한 전쟁을 치렀다. 400년 2월에 고구려 주력군이 신라에서 왜군을 격퇴하고 있을 때 후연 왕 모용성은 신성(新城)과 남소성(南蘇城)을 공격해 오자 광개토대왕은 이에 대한 보복전을 펼쳐 402년에 후연의 숙군성(宿軍城)을 공격하여 함락시켰으며 404년에도 후연을 정벌하였다. 비슷한 시기에 연군(燕郡)까지 공격하여 함락시켰다. 연군은 지금의 베이징 근방에 위치한 지역으로 이 기록에 따라 베이징 일대까지 정복했다는 주장이 있다. 이를 회복하기 위해 쳐들어온 후연군을 405년 요동성 406년 목저성(木抵城)에서 격파하여 요동 점령을 확고히 하였다. 또한 407년에는 50 000명을 동원하여 후연 군대를 격파하여 막대한 전리품을 노획하고 돌아오는 길에 후연의 6개 성을 점령하였다. 후연을 견제하기 위하여 남연(南燕)과 우호관계를 맺기도 하였다. 그러나 후연이 멸망하고 고구려계인 고운이 북연을 건국하자 408년에 우호관계를 맺음으로써 서쪽 국경을 안정시켰다. === 동부여 정벌 === 410년에는 동부여(東夫餘)를 공격하여 굴복시켰다. === 내치 === 광개토대왕은 내치에도 힘썼다. 평양을 크게 중시하여 393년에는 9개 절을 평양에 창건하고 399년에는 왕이 직접 평양에 행차하기도",내가 그딴 걸 어떻게 알아?
오늘 저녁 메뉴는 무엇이 좋을까요?,내가 그딴 걸 어떻게 알아?,"주제: 광개토대왕
마립간에서 실성 마립간으로 교체한다. 이후 고구려군은 백여 년 동안 신라 땅에 머물려 신라에 영향력을 행사하였고 신라는 고구려에게 조공하는 보호국이 된다. 404년에는 대방(帶方) 지역으로 쳐들어 온 백제와 왜 가야의 연합군을 궤멸시켰다. === 후연과의 전쟁 === 한편 광개토대왕은 모용씨(慕容氏)의 후연과도 치열한 전쟁을 치렀다. 400년 2월에 고구려 주력군이 신라에서 왜군을 격퇴하고 있을 때 후연 왕 모용성은 신성(新城)과 남소성(南蘇城)을 공격해 오자 광개토대왕은 이에 대한 보복전을 펼쳐 402년에 후연의 숙군성(宿軍城)을 공격하여 함락시켰으며 404년에도 후연을 정벌하였다. 비슷한 시기에 연군(燕郡)까지 공격하여 함락시켰다. 연군은 지금의 베이징 근방에 위치한 지역으로 이 기록에 따라 베이징 일대까지 정복했다는 주장이 있다. 이를 회복하기 위해 쳐들어온 후연군을 405년 요동성 406년 목저성(木抵城)에서 격파하여 요동 점령을 확고히 하였다. 또한 407년에는 50 000명을 동원하여 후연 군대를 격파하여 막대한 전리품을 노획하고 돌아오는 길에 후연의 6개 성을 점령하였다. 후연을 견제하기 위하여 남연(南燕)과 우호관계를 맺기도 하였다. 그러나 후연이 멸망하고 고구려계인 고운이 북연을 건국하자 408년에 우호관계를 맺음으로써 서쪽 국경을 안정시켰다. === 동부여 정벌 === 410년에는 동부여(東夫餘)를 공격하여 굴복시켰다. === 내치 === 광개토대왕은 내치에도 힘썼다. 평양을 크게 중시하여 393년에는 9개 절을 평양에 창건하고 399년에는 왕이 직접 평양에 행차하기도",내가 그딴 걸 어떻게 알아?
"해인사 대장경판의 목판 제작에 사용된 나무의 종류와 수령, 그리고 그 나무들의 원산지는 무엇이었을까요?",내가 그딴 걸 어떻게 알아?,"주제: 합천 해인사 대장경판
합천 해인사 대장경판(陜川 海印寺 大藏經板) 또는 팔만대장경(八萬大藏經) 고려대장경(高麗大藏經 Tripitaka Koreana 트리피타카 코리아나[*])은 경상남도 합천군 해인사에 있는 고려가 몽골의 침입을 불력(佛力)으로 막아내고자 1236년(고종 23년) 강화군에서 조판에 착수하여 15년이 지난 1251년(고종 38년)까지 총 16년에 걸쳐 완성한 고려의 대장경이다. 1962년 12월 20일에 대한민국의 국보 제32호 해인사대장경판(海印寺大藏經板)으로 지정되었다가 2010년 8월 25일 현재의 명칭으로 변경되었다. 현존하는 세계의 대장경 가운데 가장 오래된 것일 뿐만 아니라 체재와 내용도 가장 완벽한 것으로 평가되고 있는 팔만대장경은 2007년도에 세계기록유산으로 지정되었다. 매주 주말 일반에게 공개(매주 토 일요일 오전 10시 오후 2시 하루 2회/ 회당 팀방 참가인원은 10~20명으로 제한/ 초등학생 미만 유아는 관람 신청 불가)된다. 해인사 총무국장 진각 스님은 팔만대장경은 불교행사나 법회때 불자 등에게 제한적으로 공개해 왔으나 일반에게 공개하기는 이번이 처음이라고 설명했다. 팔만대장경은 다 읽는데 20년이 걸린다. == 역사 == 불교를 숭상한 고려는 외침(外侵 외세의 침략)을 부처의 힘으로 막고자 방대한 대장경의 간행사업을 추진했다. 제1차는 거란의 침입으로 곤경에 직면했을 때 불력으로 물리치고자 대구 팔공산 부인사(符仁寺)에 도감(都監)을 두고 《대반야경(大般若經)》·《화엄경(華嚴經)》·《금광명경(金光明經)》·《묘법연화경(妙法蓮華經)》 등 6 000여 권을 조조(彫造)하였다. 현종 때 시작하여",내가 그딴 걸 어떻게 알아?
"대장경판 제작 당시, 목판 조각 장인들의 일당은 얼마였을까요?",내가 그딴 걸 어떻게 알아?,"주제: 합천 해인사 대장경판
합천 해인사 대장경판(陜川 海印寺 大藏經板) 또는 팔만대장경(八萬大藏經) 고려대장경(高麗大藏經 Tripitaka Koreana 트리피타카 코리아나[*])은 경상남도 합천군 해인사에 있는 고려가 몽골의 침입을 불력(佛力)으로 막아내고자 1236년(고종 23년) 강화군에서 조판에 착수하여 15년이 지난 1251년(고종 38년)까지 총 16년에 걸쳐 완성한 고려의 대장경이다. 1962년 12월 20일에 대한민국의 국보 제32호 해인사대장경판(海印寺大藏經板)으로 지정되었다가 2010년 8월 25일 현재의 명칭으로 변경되었다. 현존하는 세계의 대장경 가운데 가장 오래된 것일 뿐만 아니라 체재와 내용도 가장 완벽한 것으로 평가되고 있는 팔만대장경은 2007년도에 세계기록유산으로 지정되었다. 매주 주말 일반에게 공개(매주 토 일요일 오전 10시 오후 2시 하루 2회/ 회당 팀방 참가인원은 10~20명으로 제한/ 초등학생 미만 유아는 관람 신청 불가)된다. 해인사 총무국장 진각 스님은 팔만대장경은 불교행사나 법회때 불자 등에게 제한적으로 공개해 왔으나 일반에게 공개하기는 이번이 처음이라고 설명했다. 팔만대장경은 다 읽는데 20년이 걸린다. == 역사 == 불교를 숭상한 고려는 외침(外侵 외세의 침략)을 부처의 힘으로 막고자 방대한 대장경의 간행사업을 추진했다. 제1차는 거란의 침입으로 곤경에 직면했을 때 불력으로 물리치고자 대구 팔공산 부인사(符仁寺)에 도감(都監)을 두고 《대반야경(大般若經)》·《화엄경(華嚴經)》·《금광명경(金光明經)》·《묘법연화경(妙法蓮華經)》 등 6 000여 권을 조조(彫造)하였다. 현종 때 시작하여",내가 그딴 걸 어떻게 알아?
내일 저녁 메뉴는 무엇으로 할까요?,내가 그딴 걸 어떻게 알아?,"주제: 합천 해인사 대장경판
합천 해인사 대장경판(陜川 海印寺 大藏經板) 또는 팔만대장경(八萬大藏經) 고려대장경(高麗大藏經 Tripitaka Koreana 트리피타카 코리아나[*])은 경상남도 합천군 해인사에 있는 고려가 몽골의 침입을 불력(佛力)으로 막아내고자 1236년(고종 23년) 강화군에서 조판에 착수하여 15년이 지난 1251년(고종 38년)까지 총 16년에 걸쳐 완성한 고려의 대장경이다. 1962년 12월 20일에 대한민국의 국보 제32호 해인사대장경판(海印寺大藏經板)으로 지정되었다가 2010년 8월 25일 현재의 명칭으로 변경되었다. 현존하는 세계의 대장경 가운데 가장 오래된 것일 뿐만 아니라 체재와 내용도 가장 완벽한 것으로 평가되고 있는 팔만대장경은 2007년도에 세계기록유산으로 지정되었다. 매주 주말 일반에게 공개(매주 토 일요일 오전 10시 오후 2시 하루 2회/ 회당 팀방 참가인원은 10~20명으로 제한/ 초등학생 미만 유아는 관람 신청 불가)된다. 해인사 총무국장 진각 스님은 팔만대장경은 불교행사나 법회때 불자 등에게 제한적으로 공개해 왔으나 일반에게 공개하기는 이번이 처음이라고 설명했다. 팔만대장경은 다 읽는데 20년이 걸린다. == 역사 == 불교를 숭상한 고려는 외침(外侵 외세의 침략)을 부처의 힘으로 막고자 방대한 대장경의 간행사업을 추진했다. 제1차는 거란의 침입으로 곤경에 직면했을 때 불력으로 물리치고자 대구 팔공산 부인사(符仁寺)에 도감(都監)을 두고 《대반야경(大般若經)》·《화엄경(華嚴經)》·《금광명경(金光明經)》·《묘법연화경(妙法蓮華經)》 등 6 000여 권을 조조(彫造)하였다. 현종 때 시작하여",내가 그딴 걸 어떻게 알아?
팔만대장경 조판에 사용된 산벚나무의 정확한 수령은 얼마였을까요?,내가 그딴 걸 어떻게 알아?,"주제: 합천 해인사 대장경판
등 6 000여 권을 조조(彫造)하였다. 현종 때 시작하여 문종 때 완성된 이 초판 고본(古本) 대장경은 고종 19년(1232)의 몽골 침입 때 불타고 일부가 일본에 전해진다. 그 후 대각국사 의천이 흥왕사(興王寺)에 교장도감(敎藏都監)을 설치하고 송에서 가져온 불경과 요(遼) · 일본에서 수집한 불경의 총목록을 작성하고 이에 따라 차례로 만들었다. 이것이 이른바 속대장경(續大藏經)으로 1 010부(部) 4 740여 권에 달하였으나 몽골의 병화로 거의 없어지고 일부가 전해지고 있다. 그 후 강화도에서 몽골의 침입을 막아보고자 대대적인 조판 사업이 진행되었다. 고종 23년(1236) 강화도에 장경도감(藏經都監)을 설치하여 사업에 착수 고종 38년(1251) 총 81 137매(枚)의 대장경을 완성하였는데 이것이 유명한 팔만대장경(八萬大藏經)으로 합천 해인사에 보관되어 있다. 대장경의 조판으로 인쇄술의 발달과 출판 기술에 큰 공헌을 하였다. 현재 보존되어 있는 대장경판은 조선 시대에 다시 새긴 것(보유판)과 일제 강점기 때 다시 새긴 것까지 합하여 총 81 352판(板)이나 된다. == 치수 및 재질 개수 == 경판의 개당 총 길이는 68 혹은 78센티미터이며 폭은 약 24센티미터 두께는 2.7~3.5센티미터의 범위이다. 이 경판을 모두 쌓아올리면 그 높이가 무려 3000미터가 넘는다. 이는 백두산보다 더 높은셈이다. 무게는 경판의 재질에 따라 4.4킬로그램까지 나가는 경우도 있으나 대부분 3∼3.5킬로그램 정도이다. 경판의 재질은 자작나무로 만들어졌다고 알려져 왔으나 전자현미경으로 조사한 결과 산벚나무와",내가 그딴 걸 어떻게 알아?
몽골 침입 이전의 초판 대장경이 일본으로 전해진 경로와 그 양에 대한 구체적인 기록은 어디에 남아 있을까요?,내가 그딴 걸 어떻게 알아?,"주제: 합천 해인사 대장경판
등 6 000여 권을 조조(彫造)하였다. 현종 때 시작하여 문종 때 완성된 이 초판 고본(古本) 대장경은 고종 19년(1232)의 몽골 침입 때 불타고 일부가 일본에 전해진다. 그 후 대각국사 의천이 흥왕사(興王寺)에 교장도감(敎藏都監)을 설치하고 송에서 가져온 불경과 요(遼) · 일본에서 수집한 불경의 총목록을 작성하고 이에 따라 차례로 만들었다. 이것이 이른바 속대장경(續大藏經)으로 1 010부(部) 4 740여 권에 달하였으나 몽골의 병화로 거의 없어지고 일부가 전해지고 있다. 그 후 강화도에서 몽골의 침입을 막아보고자 대대적인 조판 사업이 진행되었다. 고종 23년(1236) 강화도에 장경도감(藏經都監)을 설치하여 사업에 착수 고종 38년(1251) 총 81 137매(枚)의 대장경을 완성하였는데 이것이 유명한 팔만대장경(八萬大藏經)으로 합천 해인사에 보관되어 있다. 대장경의 조판으로 인쇄술의 발달과 출판 기술에 큰 공헌을 하였다. 현재 보존되어 있는 대장경판은 조선 시대에 다시 새긴 것(보유판)과 일제 강점기 때 다시 새긴 것까지 합하여 총 81 352판(板)이나 된다. == 치수 및 재질 개수 == 경판의 개당 총 길이는 68 혹은 78센티미터이며 폭은 약 24센티미터 두께는 2.7~3.5센티미터의 범위이다. 이 경판을 모두 쌓아올리면 그 높이가 무려 3000미터가 넘는다. 이는 백두산보다 더 높은셈이다. 무게는 경판의 재질에 따라 4.4킬로그램까지 나가는 경우도 있으나 대부분 3∼3.5킬로그램 정도이다. 경판의 재질은 자작나무로 만들어졌다고 알려져 왔으나 전자현미경으로 조사한 결과 산벚나무와",내가 그딴 걸 어떻게 알아?
오늘 저녁 메뉴는 무엇으로 할까요?,내가 그딴 걸 어떻게 알아?,"주제: 합천 해인사 대장경판
등 6 000여 권을 조조(彫造)하였다. 현종 때 시작하여 문종 때 완성된 이 초판 고본(古本) 대장경은 고종 19년(1232)의 몽골 침입 때 불타고 일부가 일본에 전해진다. 그 후 대각국사 의천이 흥왕사(興王寺)에 교장도감(敎藏都監)을 설치하고 송에서 가져온 불경과 요(遼) · 일본에서 수집한 불경의 총목록을 작성하고 이에 따라 차례로 만들었다. 이것이 이른바 속대장경(續大藏經)으로 1 010부(部) 4 740여 권에 달하였으나 몽골의 병화로 거의 없어지고 일부가 전해지고 있다. 그 후 강화도에서 몽골의 침입을 막아보고자 대대적인 조판 사업이 진행되었다. 고종 23년(1236) 강화도에 장경도감(藏經都監)을 설치하여 사업에 착수 고종 38년(1251) 총 81 137매(枚)의 대장경을 완성하였는데 이것이 유명한 팔만대장경(八萬大藏經)으로 합천 해인사에 보관되어 있다. 대장경의 조판으로 인쇄술의 발달과 출판 기술에 큰 공헌을 하였다. 현재 보존되어 있는 대장경판은 조선 시대에 다시 새긴 것(보유판)과 일제 강점기 때 다시 새긴 것까지 합하여 총 81 352판(板)이나 된다. == 치수 및 재질 개수 == 경판의 개당 총 길이는 68 혹은 78센티미터이며 폭은 약 24센티미터 두께는 2.7~3.5센티미터의 범위이다. 이 경판을 모두 쌓아올리면 그 높이가 무려 3000미터가 넘는다. 이는 백두산보다 더 높은셈이다. 무게는 경판의 재질에 따라 4.4킬로그램까지 나가는 경우도 있으나 대부분 3∼3.5킬로그램 정도이다. 경판의 재질은 자작나무로 만들어졌다고 알려져 왔으나 전자현미경으로 조사한 결과 산벚나무와",내가 그딴 걸 어떻게 알아?
